id,query,category,status,mode,recommended_length_m,shortest_length_m,overlap_rate,slope_avg_recommended,scenery_avg_recommended,slope_avg_shortest,scenery_avg_shortest,duration_min,length_capped,filter_status,note
L2_027,从小肆川(梅园店)到武汉大学电力广场，避开陡坡,L2_single_pref,ok,walk,1981.7,1405.2,0.0741,1.893,3.435,2.927,3.466,26.4,False,no_outside+filtered,
L2_028,走着去，麻烦问下梅园教工食堂去武汉大学鲲鹏广场的路，走最近的路,L2_single_pref,ok,walk,560.9,497.6,0.7083,3.173,3.684,3.404,3.809,7.5,False,no_outside,
L2_029,武汉大学枫园出发去珞南门，走适合拍照的路线,L2_single_pref,ok,walk,1563.7,1557.7,0.9091,2.224,3.816,2.206,3.774,20.8,False,no_outside,
L2_030,麻烦问下武汉大学信息学部2教学楼去周麻婆川式小炒(武大店)的路，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1194.7,1192.4,0.7429,2.506,3.416,2.547,3.413,15.9,False,no_outside,
L2_031,我想步行从青柠欢喜咖啡果饮(武大店)走到武汉大学湖滨风味食堂，避开陡坡,L2_single_pref,ok,walk,112.4,105.3,0.6,3.0,3.528,2.586,3.414,1.5,False,no_outside+filtered,
L2_032,从信息学部清真食堂到武汉大学狮子山(樱园西路)的步行路线，走最近的路,L2_single_pref,ok,walk,2102.9,1830.8,0.5588,1.982,3.231,2.286,3.289,28.0,True,no_outside,
L2_033,武汉大学梅园出发去西教学楼，挑景色漂亮的路,L2_single_pref,ok,walk,3659.1,3622.0,0.8229,2.301,3.119,2.383,3.146,48.8,True,no_outside,
L2_034,从武汉大学工学部5教楼到朴大叔拌饭(工学部店)，不着急，慢慢走,L2_single_pref,ok,walk,551.9,390.2,0.7,2.591,3.0,3.361,3.0,7.4,False,no_outside,
L2_035,从珞家拾光(工学部店)去武汉大学篮球场(文体路)怎么走，走适合拍照的路线,L2_single_pref,ok,walk,1323.7,1052.7,0.4595,1.732,3.488,2.765,3.3,17.6,False,no_outside,
L2_036,帮我规划一条星湖综合实验大楼到湘菜馆(武汉大学内店)的路线，走适合拍照的路线,L2_single_pref,ok,walk,2828.9,1719.8,0.0286,2.09,3.044,2.386,3.0,37.7,True,no_outside,
L2_037,走着去，瑞幸咖啡(信息学部店)到星湖园餐厅咋走，走平缓一点的路,L2_single_pref,ok,walk,437.7,429.1,0.619,2.315,3.078,2.749,3.072,5.8,False,no_outside+filtered,
L2_038,武汉大学商学院EMBA中心出发去武汉大学大学生创业俱乐部，想一路看风景,L2_single_pref,ok,walk,2422.5,2231.0,0.5645,1.962,3.611,2.032,3.523,32.3,True,no_outside,
L2_039,步行，帮我规划一条北门到呷哺呷哺(梅园店)的路线，别走台阶,L2_single_pref,ok,walk,2120.5,1500.9,0.1455,1.989,3.407,2.965,3.436,28.3,True,no_outside+filtered,
L2_040,走路从武汉大学法学图书馆到沙县小吃(工学部店)的步行路线，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1670.9,1561.4,0.5294,2.267,3.36,2.231,3.019,22.3,False,no_outside,
L2_041,帮我规划一条工学部清真食堂到武汉大学信息学部学生活动中心的路线，走最近的路,L2_single_pref,ok,walk,2830.3,2525.0,0.1951,2.07,3.457,2.418,3.382,37.7,True,no_outside,
L2_042,从信息学部西区综合楼去武汉大学物理学院新楼怎么走，别走台阶,L2_single_pref,ok,walk,1776.8,1415.9,0.069,1.757,3.166,2.521,3.224,23.7,False,no_outside+filtered,
L2_043,从茶百道(工学部店)到武汉大学工学部6教学楼的步行路线，时间宽裕，随便逛逛,L2_single_pref,ok,walk,806.8,806.7,0.8421,2.479,3.0,2.617,3.0,10.8,False,no_outside,
L2_044,走着去从武汉大学信息学部测绘学院去武汉大学工学部A教学楼怎么走，走平缓一点的路,L2_single_pref,ok,walk,2957.1,2362.4,0.2169,1.865,3.493,2.866,3.562,39.4,True,no_outside+filtered,
L2_045,麻烦问下武汉大学早期建筑去蜜雪冰城(湖滨店)的路，不着急，慢慢走,L2_single_pref,ok,walk,882.9,882.1,0.8214,2.671,3.851,2.794,3.729,11.8,False,no_outside,
L2_046,我想步行从信息学部清真食堂走到达美乐比萨(枫园店)，膝盖不好不想爬坡,L2_single_pref,ok,walk,2340.9,2214.5,0.3226,2.007,3.664,2.161,3.616,31.2,True,no_outside+filtered,
L2_047,步行，麻烦问下武汉大学实验室与设备管理处去丁记炒饭(武大可送校内店)的路，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1592.9,1326.6,0.1373,2.147,3.817,2.857,3.619,21.2,False,no_outside,
L2_048,从武汉大学信息管理学院到武汉大学刘少奇研究中心，别走台阶,L2_single_pref,ok,walk,1089.2,970.0,0.8846,2.348,3.469,2.584,3.527,14.5,False,no_outside+filtered,
L2_049,麻烦问下武汉大学工学部A教学楼去蔬三时轻食(武大校内店)的路，想一路看风景,L2_single_pref,ok,walk,1353.3,1110.8,0.3636,2.054,3.48,2.754,3.323,18.0,False,no_outside,
L2_050,从朴大叔拌饭(工学部店)去煎百味(信息学部店)怎么走，膝盖不好不想爬坡,L2_single_pref,ok,walk,2853.3,2512.3,0.038,1.921,3.512,2.302,3.277,38.0,True,no_outside+filtered,
L2_051,走着去，帮我规划一条武汉大学高等研究院到凌波门栈桥的路线，挑景色漂亮的路,L2_single_pref,ok,walk,2288.7,1914.6,0.2879,2.166,3.927,2.665,3.517,30.5,True,no_outside,
L2_052,走着去，麻烦问下肯德基(梅园店)去鱼你在一起(信息学部店)的路，哪条路最短,L2_single_pref,ok,walk,1304.4,1265.4,0.3542,2.362,3.468,2.537,3.476,17.4,False,no_outside,
L2_053,金闪闪炸鸡腿(武大店)到鱼籽村秘制拌饭(武大店)咋走，时间宽裕，随便逛逛,L2_single_pref,ok,walk,631.9,272.9,0.5556,1.991,3.0,3.0,3.0,8.4,False,no_outside,
L2_054,武汉大学梅园食堂出发去珞珈饮品(桂园店)，走平缓一点的路,L2_single_pref,ok,walk,915.1,836.1,0.1818,2.738,3.221,2.605,3.192,12.2,False,no_outside+filtered,
L2_055,我想从肯德基(信息学部店)走到武汉大学信息学部星湖教3楼，别走台阶,L2_single_pref,ok,walk,281.4,272.3,0.6,1.854,3.138,2.019,3.114,3.8,False,no_outside+filtered,
L3_001,从武汉大学信息学部测绘学院到西南门的步行路线，走平缓一点的路，走风景好的路,L3_multi_pref,ok,walk,1318.1,1209.9,0.1667,2.062,3.127,2.75,3.414,17.6,False,no_outside+filtered,
L3_002,从前沿交叉学科研究院到武汉大学鲲鹏广场的步行路线，避开陡坡，想一路看风景,L3_multi_pref,ok,walk,2032.0,1321.4,0.1633,1.878,3.5,2.94,3.776,27.1,True,no_outside+filtered,
L3_003,从武汉大学足球场去武汉大学社会主义学院怎么走，膝盖不好不想爬坡，走风景好的路,L3_multi_pref,ok,walk,989.0,874.9,0.1875,1.921,3.0,3.293,4.108,13.2,False,no_outside+filtered,
L3_004,从瑞幸咖啡(梅园店)到不颠哥港式甜品店(武大店)的步行路线，避开陡坡，走适合拍照的路线,L3_multi_pref,ok,walk,2242.5,1257.5,0.06,1.855,3.424,2.9,3.35,29.9,True,no_outside+filtered,
L3_005,步行，信息学部西区综合楼出发去珞瑜门，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,817.6,689.8,0.2963,1.835,3.0,2.502,3.284,10.9,False,no_outside+filtered,
L3_006,从武汉大学留学生教育学院到武汉大学工学部10教学楼的步行路线，别走台阶，想一路看风景,L3_multi_pref,ok,walk,2567.2,2087.8,0.2308,2.038,3.441,2.417,3.05,34.2,True,no_outside+filtered,
L3_007,麻烦问下凌波门栈桥去武汉大学人文社会科学研究院的路，走平缓一点的路，走适合拍照的路线,L3_multi_pref,ok,walk,1351.3,1253.7,0.5263,2.118,4.032,2.191,3.895,18.0,False,degraded_slope,
L3_008,从武汉大学社会主义学院到武汉大学六一纪念亭，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,852.4,802.2,0.129,1.986,3.0,3.318,4.056,11.4,False,no_outside+filtered,
L3_009,我想从农家小炒(桂园一路)走到珞珈自强超市，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,ok,walk,2002.4,1892.9,0.619,2.297,3.3,2.269,3.016,26.7,True,no_outside+filtered,
L3_010,我想从恩施炕小土豆(武大店)走到工学部操场，避开陡坡，挑景色漂亮的路,L3_multi_pref,ok,walk,1508.4,1254.9,0.2571,1.939,3.002,2.372,3.0,20.1,False,no_outside+filtered,
L3_011,从武汉大学工学部5教楼到肯德基(梅园店)，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,1523.0,1284.9,0.5128,1.615,3.473,1.966,3.227,20.3,False,no_outside+filtered,
L3_012,帮我规划一条茶颜悦色(梅园店)到武汉大学珞珈广场的路线，别走台阶，想一路看风景,L3_multi_pref,ok,walk,751.2,616.0,0.4615,2.349,3.133,3.09,3.384,10.0,False,no_outside+filtered,
L3_013,从瑞幸咖啡(梅园店)到古茗(工学部田园店)，哪条路最短，别走台阶,L3_multi_pref,ok,walk,1916.3,1329.3,0.1429,1.784,3.496,2.922,3.363,25.6,False,no_outside+filtered,
L3_014,我想从武汉大学樱园走到武汉大学图书馆工学分馆，走最近的路，膝盖不好不想爬坡,L3_multi_pref,ok,walk,1046.3,898.8,0.2692,1.796,3.438,2.031,3.23,14.0,False,no_outside+filtered,
L3_015,肯德基(梅园店)出发去武汉大学新闻与传播学院，越近越好，走平缓一点的路,L3_multi_pref,ok,walk,642.4,609.0,0.5,1.926,3.174,2.485,3.019,8.6,False,no_outside+filtered,
L3_016,青柠欢喜咖啡果饮(武大店)到瑞幸咖啡(工学部店)咋走，越近越好，避开陡坡,L3_multi_pref,ok,walk,888.2,715.6,0.7,1.779,3.118,2.396,3.146,11.8,False,no_outside+filtered,
L3_017,从弘毅门到武汉大学大学生创业俱乐部的步行路线，越近越好，膝盖不好不想爬坡,L3_multi_pref,ok,walk,1443.8,994.6,0.1364,2.144,3.0,2.756,3.011,19.3,False,no_outside+filtered,
L3_018,从武汉大学人文社会科学研究院到珞家拾光(工学部店)，赶时间，要最快的路线，走平缓一点的路,L3_multi_pref,ok,walk,1929.2,1734.4,0.2712,1.778,3.508,2.127,3.366,25.7,False,no_outside+filtered,
L3_019,走路从WHU1893咖啡馆到武汉大学口腔医院，走最近的路，别走台阶,L3_multi_pref,ok,walk,2972.2,2652.1,0.4941,1.937,3.138,2.69,3.479,39.6,True,no_outside+filtered,
L3_020,我想走路从霸王茶姬(信息学部店)走到珞瑜门，走最近的路，走平缓一点的路,L3_multi_pref,ok,walk,468.2,454.6,0.4706,2.137,3.127,2.417,3.031,6.2,False,no_outside+filtered,
L3_021,桂圆馄饨(工学部集贸市场)出发去霸王茶姬(信息学部店)，哪条路最短，别走台阶,L3_multi_pref,ok,walk,2004.7,1650.7,0.0317,1.837,3.07,2.499,3.006,26.7,True,no_outside+filtered,
L3_022,土黄牛肉面(工学部店)到柠季手打柠檬茶(信息学部店)咋走，走最近的路，别走台阶,L3_multi_pref,ok,walk,1832.4,1673.5,0.3824,1.918,3.084,2.215,3.391,24.4,False,no_outside+filtered,
L3_023,从赛百味(工学部店)到武汉大学社会主义学院的步行路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,ok,walk,1927.3,1815.8,0.3091,2.224,3.601,2.559,3.531,25.7,False,no_outside,
L3_024,走路从桂园食堂到柚见鲜茶(信息学部三食堂店)，走最近的路，挑景色漂亮的路,L3_multi_pref,ok,walk,1770.8,1491.8,0.3333,1.79,3.134,2.132,3.163,23.6,False,no_outside,
L3_025,我想从洪波门走到老樱园食堂，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,1590.3,1447.1,0.102,2.151,3.609,2.291,3.147,21.2,False,no_outside,
L3_026,麻烦问下武汉大学湖滨风味食堂去国立武汉大学日字斋的路，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,897.5,878.7,0.6071,2.453,4.688,2.625,4.354,12.0,False,no_outside,
L3_027,从武汉大学樱园去麦当劳(枫园店)怎么走，越近越好，走适合拍照的路线,L3_multi_pref,ok,walk,1285.9,1149.4,0.3571,2.242,3.867,2.264,3.509,17.1,False,no_outside,
L3_028,走路从瑞幸咖啡(信息学部店)去工学部操场怎么走，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,2820.3,2539.2,0.2118,2.056,3.471,2.43,3.392,37.6,True,no_outside,
L3_029,走着去，帮我规划一条老乡鸡(信息学部店)到桂园二食堂的路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,ok,walk,1678.5,1539.6,0.2542,1.886,3.027,2.218,3.159,22.4,False,no_outside,
L3_030,走路，鱼你在一起(梅园店)出发去武汉大学风雨操场，走最近的路，挑景色漂亮的路,L3_multi_pref,ok,walk,779.5,741.8,0.2286,3.02,3.483,2.796,3.516,10.4,False,no_outside,
L3_031,步行从武汉大学梅园操场去麦当劳(梅园店)怎么走，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,ok,walk,366.4,345.6,0.875,2.424,3.339,2.389,3.359,4.9,False,no_outside,
L3_032,金麦坊面包房(武大店)到武汉数学与智能研究院咋走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,ok,walk,1544.8,1147.9,0.2609,1.983,3.488,2.662,3.758,20.6,False,no_outside,
L3_033,武汉大学艺术学院出发去珞南门，时间宽裕，随便逛逛，走适合拍照的路线,L3_multi_pref,ok,walk,1380.3,1363.6,0.7368,2.273,3.712,2.242,3.668,18.4,False,no_outside,
L3_034,秀味馄饨(工学部店)出发去武汉大学图书馆工学分馆，不着急，慢慢走，想一路看风景,L3_multi_pref,ok,walk,654.7,485.7,0.4667,2.246,3.0,2.601,3.0,8.7,False,no_outside,
L3_035,从前沿交叉学科研究院去武汉大学人工智能学院怎么走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,ok,walk,1853.2,1728.0,0.2542,2.831,3.455,2.549,3.675,24.7,False,no_outside,
L3_036,从工学部三食堂到宝岛小厨(工学部店)的步行路线，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,ok,walk,1067.3,1038.1,0.6,2.351,3.003,2.365,3.0,14.2,False,no_outside,
L3_037,麻烦问下扬波门去五洲餐厅(求是大道店)的路，哪条路最短，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,2559.4,2267.7,0.339,2.641,3.189,2.541,3.47,34.1,True,no_outside+filtered,
L3_038,麻烦问下匠心卤(枫园食堂店)去1973继光香香鸡(武大店)的路，越近越好，走平缓一点的路，走风景好的路,L3_multi_pref,ok,walk,95.0,95.0,1.0,3.0,3.0,3.0,3.0,1.3,False,no_outside+filtered,
L3_039,步行从凌波门去武汉大学社会学院怎么走，越近越好，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,ok,walk,556.4,532.4,0.8824,2.043,4.541,2.082,4.417,7.4,False,no_outside+filtered,
L3_040,从工学部三食堂到蔬三时轻食(武大校内店)的步行路线，越近越好，避开陡坡，想一路看风景,L3_multi_pref,ok,walk,1568.1,1390.1,0.359,1.838,3.324,2.55,3.207,20.9,False,no_outside+filtered,
L4_001,骑车从武汉大学梅园操场到孃孃出川(枫园店),L4_mode,ok,bike,909.8,907.3,0.5769,2.188,3.436,2.251,3.336,3.9,False,mode_bike,
L4_002,我想骑车从武汉大学科技门走到武汉大学物理学院报告厅,L4_mode,ok,bike,533.1,356.5,0.4375,1.634,3.0,3.0,3.0,2.3,False,mode_bike,
L4_003,扫个共享单车从武汉大学留学生教育学院到中国龙狮运动学院的步行路线,L4_mode,ok,bike,3447.0,3294.7,0.6222,2.745,3.022,2.726,3.023,14.8,True,mode_bike,
L4_004,骑车，凌波门游泳池出发去武汉大学化学实验教学中心,L4_mode,ok,bike,1928.5,1823.4,0.6327,2.202,4.202,2.066,3.609,8.3,False,mode_bike,
L4_005,扫个共享单车，帮我规划一条武汉大学文澜门到沙县小吃(工学部店)的路线,L4_mode,ok,bike,675.5,644.5,0.3333,1.918,3.0,2.182,3.0,2.9,False,mode_bike,
