id,query,category,status,mode,recommended_length_m,shortest_length_m,overlap_rate,slope_avg_recommended,scenery_avg_recommended,slope_avg_shortest,scenery_avg_shortest,duration_min,length_capped,filter_status,note
L2_001,从工学部体育馆到武汉大学城市设计学院，想一路看风景,L2_single_pref,ok,walk,433.9,433.9,1.0,2.636,3.0,2.636,3.0,5.8,False,shortest_baseline,
L2_002,帮我规划一条武汉大学足球场到信息学部清真食堂的路线，走平缓一点的路,L2_single_pref,ok,walk,1449.4,1449.4,1.0,1.963,3.007,1.963,3.007,19.3,False,shortest_baseline,
L2_003,麻烦问下武汉大学人文社会科学研究院去孃孃出川(枫园店)的路，膝盖不好不想爬坡,L2_single_pref,ok,walk,662.5,662.5,1.0,1.92,3.66,1.92,3.66,8.8,False,shortest_baseline,
L2_004,武汉大学信息学部星湖教3楼到武汉大学珞珈广场咋走，哪条路最短,L2_single_pref,ok,walk,1293.5,1293.5,1.0,2.436,3.0,2.436,3.0,17.2,False,shortest_baseline,
L2_005,步行从好味道粉面馆(武大店)到布咖啡(武汉大学校园店)，避开陡坡,L2_single_pref,ok,walk,640.4,640.4,1.0,3.387,3.884,3.387,3.884,8.5,False,shortest_baseline,
L2_006,我想从不颠哥港式甜品店(武大店)走到武汉大学早期建筑图书馆，想一路看风景,L2_single_pref,ok,walk,767.6,767.6,1.0,2.625,3.262,2.625,3.262,10.2,False,shortest_baseline,
L2_007,走着去，星湖体育馆到遇见小面(工学部店)咋走，膝盖不好不想爬坡,L2_single_pref,ok,walk,2686.9,2686.9,1.0,2.514,3.085,2.514,3.085,35.8,False,shortest_baseline,
L2_008,走着去，麻烦问下珞珈山下文创咖啡去爷爷不泡茶(田园店)的路，走风景好的路,L2_single_pref,ok,walk,133.3,133.3,1.0,2.022,3.0,2.022,3.0,1.8,False,shortest_baseline,
L2_009,步行，麻烦问下有家黄焖鸡(武大店)去茶颜悦色(梅园店)的路，赶时间，要最快的路线,L2_single_pref,ok,walk,635.8,635.8,1.0,3.21,3.774,3.21,3.774,8.5,False,shortest_baseline,
L2_010,麻烦问下武汉大学文理学部第二教学楼去武汉大学社会学院的路，赶时间，要最快的路线,L2_single_pref,ok,walk,686.2,686.2,1.0,2.454,4.564,2.454,4.564,9.1,False,shortest_baseline,
L2_011,走路从皇冠幸福里(工学部店)到武汉大学狮子山(樱园西路)，哪条路最短,L2_single_pref,ok,walk,800.8,800.8,1.0,2.759,3.364,2.759,3.364,10.7,False,shortest_baseline,
L2_012,从蜜雪冰城(枫园店)到星湖体育馆的步行路线，走风景好的路,L2_single_pref,ok,walk,2512.7,2512.7,1.0,2.435,3.399,2.435,3.399,33.5,False,shortest_baseline,
L2_013,走路从星湖体育馆到武汉大学老斋舍的步行路线，哪条路最短,L2_single_pref,ok,walk,1896.3,1896.3,1.0,2.334,3.501,2.334,3.501,25.3,False,shortest_baseline,
L2_014,从瑞幸咖啡(枫园店)到小伙计(工学部店)的步行路线，走风景好的路,L2_single_pref,ok,walk,1924.8,1924.8,1.0,2.251,3.497,2.251,3.497,25.7,False,shortest_baseline,
L2_015,帮我规划一条蔬三时轻食(武大校内店)到瑞幸咖啡(湖滨店)的路线，别走台阶,L2_single_pref,ok,walk,1210.0,1210.0,1.0,2.44,3.237,2.44,3.237,16.1,False,shortest_baseline,
L2_016,麻烦问下书亦烧仙草(工学部店)去武汉大学科学技术发展研究院的路，膝盖不好不想爬坡,L2_single_pref,ok,walk,727.1,727.1,1.0,2.263,3.041,2.263,3.041,9.7,False,shortest_baseline,
L2_017,武汉大学水利水电学院出发去好味道粉面馆(武大店)，走风景好的路,L2_single_pref,ok,walk,1754.4,1754.4,1.0,3.144,3.9,3.144,3.9,23.4,False,shortest_baseline,
L2_018,帮我规划一条星湖综合实验大楼到武汉大学信息学部2教学楼的路线，想一路看风景,L2_single_pref,ok,walk,729.6,729.6,1.0,2.276,3.399,2.276,3.399,9.7,False,shortest_baseline,
L2_019,从武汉大学刘少奇研究中心到蜜雪冰城(枫园店)，赶时间，要最快的路线,L2_single_pref,ok,walk,652.1,652.1,1.0,2.132,3.451,2.132,3.451,8.7,False,shortest_baseline,
L2_020,从武汉大学社会主义学院去武汉大学城市设计学院怎么走，赶时间，要最快的路线,L2_single_pref,ok,walk,1403.4,1403.4,1.0,2.468,3.736,2.468,3.736,18.7,False,shortest_baseline,
L2_021,步行从武汉大学信息学部1号教学楼到茶百道(工学部店)，走风景好的路,L2_single_pref,ok,walk,2633.3,2633.3,1.0,2.493,3.385,2.493,3.385,35.1,False,shortest_baseline,
L2_022,从武汉大学信息学部体育馆去扬波门怎么走，挑景色漂亮的路,L2_single_pref,ok,walk,2081.0,2081.0,1.0,2.331,3.512,2.331,3.512,27.7,False,shortest_baseline,
L2_023,工学部清真食堂出发去瑞幸咖啡(湖滨店)，不着急，慢慢走,L2_single_pref,ok,walk,339.8,339.8,1.0,2.247,3.0,2.247,3.0,4.5,False,shortest_baseline,
L2_024,武汉大学生命科学学院出发去武汉大学信息学部图书馆，别走台阶,L2_single_pref,ok,walk,914.9,914.9,1.0,2.026,3.0,2.026,3.0,12.2,False,shortest_baseline,
L2_025,走着去从秀味馄饨(工学部店)去孃孃出川(枫园店)怎么走，哪条路最短,L2_single_pref,ok,walk,1978.5,1978.5,1.0,2.135,3.4,2.135,3.4,26.4,False,shortest_baseline,
L2_026,走路，麻烦问下老樱园食堂去武汉大学枫园阅览室的路，想一路看风景,L2_single_pref,ok,walk,1252.2,1252.2,1.0,2.27,3.313,2.27,3.313,16.7,False,shortest_baseline,
L2_027,从小肆川(梅园店)到武汉大学电力广场，避开陡坡,L2_single_pref,ok,walk,1405.2,1405.2,1.0,2.927,3.466,2.927,3.466,18.7,False,shortest_baseline,
L2_028,走着去，麻烦问下梅园教工食堂去武汉大学鲲鹏广场的路，走最近的路,L2_single_pref,ok,walk,497.6,497.6,1.0,3.404,3.809,3.404,3.809,6.6,False,shortest_baseline,
L2_029,武汉大学枫园出发去珞南门，走适合拍照的路线,L2_single_pref,ok,walk,1557.7,1557.7,1.0,2.206,3.774,2.206,3.774,20.8,False,shortest_baseline,
L2_030,麻烦问下武汉大学信息学部2教学楼去周麻婆川式小炒(武大店)的路，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1192.4,1192.4,1.0,2.547,3.413,2.547,3.413,15.9,False,shortest_baseline,
L2_031,我想步行从青柠欢喜咖啡果饮(武大店)走到武汉大学湖滨风味食堂，避开陡坡,L2_single_pref,ok,walk,105.3,105.3,1.0,2.586,3.414,2.586,3.414,1.4,False,shortest_baseline,
L2_032,从信息学部清真食堂到武汉大学狮子山(樱园西路)的步行路线，走最近的路,L2_single_pref,ok,walk,1830.8,1830.8,1.0,2.286,3.289,2.286,3.289,24.4,False,shortest_baseline,
L2_033,武汉大学梅园出发去西教学楼，挑景色漂亮的路,L2_single_pref,ok,walk,3622.0,3622.0,1.0,2.383,3.146,2.383,3.146,48.3,False,shortest_baseline,
L2_034,从武汉大学工学部5教楼到朴大叔拌饭(工学部店)，不着急，慢慢走,L2_single_pref,ok,walk,390.2,390.2,1.0,3.361,3.0,3.361,3.0,5.2,False,shortest_baseline,
L2_035,从珞家拾光(工学部店)去武汉大学篮球场(文体路)怎么走，走适合拍照的路线,L2_single_pref,ok,walk,1052.7,1052.7,1.0,2.765,3.3,2.765,3.3,14.0,False,shortest_baseline,
L2_036,帮我规划一条星湖综合实验大楼到湘菜馆(武汉大学内店)的路线，走适合拍照的路线,L2_single_pref,ok,walk,1719.8,1719.8,1.0,2.386,3.0,2.386,3.0,22.9,False,shortest_baseline,
L2_037,走着去，瑞幸咖啡(信息学部店)到星湖园餐厅咋走，走平缓一点的路,L2_single_pref,ok,walk,429.1,429.1,1.0,2.749,3.072,2.749,3.072,5.7,False,shortest_baseline,
L2_038,武汉大学商学院EMBA中心出发去武汉大学大学生创业俱乐部，想一路看风景,L2_single_pref,ok,walk,2231.0,2231.0,1.0,2.032,3.523,2.032,3.523,29.7,False,shortest_baseline,
L2_039,步行，帮我规划一条北门到呷哺呷哺(梅园店)的路线，别走台阶,L2_single_pref,ok,walk,1500.9,1500.9,1.0,2.965,3.436,2.965,3.436,20.0,False,shortest_baseline,
L2_040,走路从武汉大学法学图书馆到沙县小吃(工学部店)的步行路线，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1561.4,1561.4,1.0,2.231,3.019,2.231,3.019,20.8,False,shortest_baseline,
L2_041,帮我规划一条工学部清真食堂到武汉大学信息学部学生活动中心的路线，走最近的路,L2_single_pref,ok,walk,2525.0,2525.0,1.0,2.418,3.382,2.418,3.382,33.7,False,shortest_baseline,
L2_042,从信息学部西区综合楼去武汉大学物理学院新楼怎么走，别走台阶,L2_single_pref,ok,walk,1415.9,1415.9,1.0,2.521,3.224,2.521,3.224,18.9,False,shortest_baseline,
L2_043,从茶百道(工学部店)到武汉大学工学部6教学楼的步行路线，时间宽裕，随便逛逛,L2_single_pref,ok,walk,806.7,806.7,1.0,2.617,3.0,2.617,3.0,10.8,False,shortest_baseline,
L2_044,走着去从武汉大学信息学部测绘学院去武汉大学工学部A教学楼怎么走，走平缓一点的路,L2_single_pref,ok,walk,2362.4,2362.4,1.0,2.866,3.562,2.866,3.562,31.5,False,shortest_baseline,
L2_045,麻烦问下武汉大学早期建筑去蜜雪冰城(湖滨店)的路，不着急，慢慢走,L2_single_pref,ok,walk,882.1,882.1,1.0,2.794,3.729,2.794,3.729,11.8,False,shortest_baseline,
L2_046,我想步行从信息学部清真食堂走到达美乐比萨(枫园店)，膝盖不好不想爬坡,L2_single_pref,ok,walk,2214.5,2214.5,1.0,2.161,3.616,2.161,3.616,29.5,False,shortest_baseline,
L2_047,步行，麻烦问下武汉大学实验室与设备管理处去丁记炒饭(武大可送校内店)的路，时间宽裕，随便逛逛,L2_single_pref,ok,walk,1326.6,1326.6,1.0,2.857,3.619,2.857,3.619,17.7,False,shortest_baseline,
L2_048,从武汉大学信息管理学院到武汉大学刘少奇研究中心，别走台阶,L2_single_pref,ok,walk,970.0,970.0,1.0,2.584,3.527,2.584,3.527,12.9,False,shortest_baseline,
L2_049,麻烦问下武汉大学工学部A教学楼去蔬三时轻食(武大校内店)的路，想一路看风景,L2_single_pref,ok,walk,1110.8,1110.8,1.0,2.754,3.323,2.754,3.323,14.8,False,shortest_baseline,
L2_050,从朴大叔拌饭(工学部店)去煎百味(信息学部店)怎么走，膝盖不好不想爬坡,L2_single_pref,ok,walk,2512.3,2512.3,1.0,2.302,3.277,2.302,3.277,33.5,False,shortest_baseline,
L2_051,走着去，帮我规划一条武汉大学高等研究院到凌波门栈桥的路线，挑景色漂亮的路,L2_single_pref,ok,walk,1914.6,1914.6,1.0,2.665,3.517,2.665,3.517,25.5,False,shortest_baseline,
L2_052,走着去，麻烦问下肯德基(梅园店)去鱼你在一起(信息学部店)的路，哪条路最短,L2_single_pref,ok,walk,1265.4,1265.4,1.0,2.537,3.476,2.537,3.476,16.9,False,shortest_baseline,
L2_053,金闪闪炸鸡腿(武大店)到鱼籽村秘制拌饭(武大店)咋走，时间宽裕，随便逛逛,L2_single_pref,ok,walk,272.9,272.9,1.0,3.0,3.0,3.0,3.0,3.6,False,shortest_baseline,
L2_054,武汉大学梅园食堂出发去珞珈饮品(桂园店)，走平缓一点的路,L2_single_pref,ok,walk,836.1,836.1,1.0,2.605,3.192,2.605,3.192,11.1,False,shortest_baseline,
L2_055,我想从肯德基(信息学部店)走到武汉大学信息学部星湖教3楼，别走台阶,L2_single_pref,ok,walk,272.3,272.3,1.0,2.019,3.114,2.019,3.114,3.6,False,shortest_baseline,
L3_001,从武汉大学信息学部测绘学院到西南门的步行路线，走平缓一点的路，走风景好的路,L3_multi_pref,ok,walk,1209.9,1209.9,1.0,2.75,3.414,2.75,3.414,16.1,False,shortest_baseline,
L3_002,从前沿交叉学科研究院到武汉大学鲲鹏广场的步行路线，避开陡坡，想一路看风景,L3_multi_pref,ok,walk,1321.4,1321.4,1.0,2.94,3.776,2.94,3.776,17.6,False,shortest_baseline,
L3_003,从武汉大学足球场去武汉大学社会主义学院怎么走，膝盖不好不想爬坡，走风景好的路,L3_multi_pref,ok,walk,874.9,874.9,1.0,3.293,4.108,3.293,4.108,11.7,False,shortest_baseline,
L3_004,从瑞幸咖啡(梅园店)到不颠哥港式甜品店(武大店)的步行路线，避开陡坡，走适合拍照的路线,L3_multi_pref,ok,walk,1257.5,1257.5,1.0,2.9,3.35,2.9,3.35,16.8,False,shortest_baseline,
L3_005,步行，信息学部西区综合楼出发去珞瑜门，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,689.8,689.8,1.0,2.502,3.284,2.502,3.284,9.2,False,shortest_baseline,
L3_006,从武汉大学留学生教育学院到武汉大学工学部10教学楼的步行路线，别走台阶，想一路看风景,L3_multi_pref,ok,walk,2087.8,2087.8,1.0,2.417,3.05,2.417,3.05,27.8,False,shortest_baseline,
L3_007,麻烦问下凌波门栈桥去武汉大学人文社会科学研究院的路，走平缓一点的路，走适合拍照的路线,L3_multi_pref,ok,walk,1253.7,1253.7,1.0,2.191,3.895,2.191,3.895,16.7,False,shortest_baseline,
L3_008,从武汉大学社会主义学院到武汉大学六一纪念亭，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,802.2,802.2,1.0,3.318,4.056,3.318,4.056,10.7,False,shortest_baseline,
L3_009,我想从农家小炒(桂园一路)走到珞珈自强超市，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,ok,walk,1892.9,1892.9,1.0,2.269,3.016,2.269,3.016,25.2,False,shortest_baseline,
L3_010,我想从恩施炕小土豆(武大店)走到工学部操场，避开陡坡，挑景色漂亮的路,L3_multi_pref,ok,walk,1254.9,1254.9,1.0,2.372,3.0,2.372,3.0,16.7,False,shortest_baseline,
L3_011,从武汉大学工学部5教楼到肯德基(梅园店)，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,1284.9,1284.9,1.0,1.966,3.227,1.966,3.227,17.1,False,shortest_baseline,
L3_012,帮我规划一条茶颜悦色(梅园店)到武汉大学珞珈广场的路线，别走台阶，想一路看风景,L3_multi_pref,ok,walk,616.0,616.0,1.0,3.09,3.384,3.09,3.384,8.2,False,shortest_baseline,
L3_013,从瑞幸咖啡(梅园店)到古茗(工学部田园店)，哪条路最短，别走台阶,L3_multi_pref,ok,walk,1329.3,1329.3,1.0,2.922,3.363,2.922,3.363,17.7,False,shortest_baseline,
L3_014,我想从武汉大学樱园走到武汉大学图书馆工学分馆，走最近的路，膝盖不好不想爬坡,L3_multi_pref,ok,walk,898.8,898.8,1.0,2.031,3.23,2.031,3.23,12.0,False,shortest_baseline,
L3_015,肯德基(梅园店)出发去武汉大学新闻与传播学院，越近越好，走平缓一点的路,L3_multi_pref,ok,walk,609.0,609.0,1.0,2.485,3.019,2.485,3.019,8.1,False,shortest_baseline,
L3_016,青柠欢喜咖啡果饮(武大店)到瑞幸咖啡(工学部店)咋走，越近越好，避开陡坡,L3_multi_pref,ok,walk,715.6,715.6,1.0,2.396,3.146,2.396,3.146,9.5,False,shortest_baseline,
L3_017,从弘毅门到武汉大学大学生创业俱乐部的步行路线，越近越好，膝盖不好不想爬坡,L3_multi_pref,ok,walk,994.6,994.6,1.0,2.756,3.011,2.756,3.011,13.3,False,shortest_baseline,
L3_018,从武汉大学人文社会科学研究院到珞家拾光(工学部店)，赶时间，要最快的路线，走平缓一点的路,L3_multi_pref,ok,walk,1734.4,1734.4,1.0,2.127,3.366,2.127,3.366,23.1,False,shortest_baseline,
L3_019,走路从WHU1893咖啡馆到武汉大学口腔医院，走最近的路，别走台阶,L3_multi_pref,ok,walk,2652.1,2652.1,1.0,2.69,3.479,2.69,3.479,35.4,False,shortest_baseline,
L3_020,我想走路从霸王茶姬(信息学部店)走到珞瑜门，走最近的路，走平缓一点的路,L3_multi_pref,ok,walk,454.6,454.6,1.0,2.417,3.031,2.417,3.031,6.1,False,shortest_baseline,
L3_021,桂圆馄饨(工学部集贸市场)出发去霸王茶姬(信息学部店)，哪条路最短，别走台阶,L3_multi_pref,ok,walk,1650.7,1650.7,1.0,2.499,3.006,2.499,3.006,22.0,False,shortest_baseline,
L3_022,土黄牛肉面(工学部店)到柠季手打柠檬茶(信息学部店)咋走，走最近的路，别走台阶,L3_multi_pref,ok,walk,1673.5,1673.5,1.0,2.215,3.391,2.215,3.391,22.3,False,shortest_baseline,
L3_023,从赛百味(工学部店)到武汉大学社会主义学院的步行路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,ok,walk,1815.8,1815.8,1.0,2.559,3.531,2.559,3.531,24.2,False,shortest_baseline,
L3_024,走路从桂园食堂到柚见鲜茶(信息学部三食堂店)，走最近的路，挑景色漂亮的路,L3_multi_pref,ok,walk,1491.8,1491.8,1.0,2.132,3.163,2.132,3.163,19.9,False,shortest_baseline,
L3_025,我想从洪波门走到老樱园食堂，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,1447.1,1447.1,1.0,2.291,3.147,2.291,3.147,19.3,False,shortest_baseline,
L3_026,麻烦问下武汉大学湖滨风味食堂去国立武汉大学日字斋的路，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,878.7,878.7,1.0,2.625,4.354,2.625,4.354,11.7,False,shortest_baseline,
L3_027,从武汉大学樱园去麦当劳(枫园店)怎么走，越近越好，走适合拍照的路线,L3_multi_pref,ok,walk,1149.4,1149.4,1.0,2.264,3.509,2.264,3.509,15.3,False,shortest_baseline,
L3_028,走路从瑞幸咖啡(信息学部店)去工学部操场怎么走，赶时间，要最快的路线，挑景色漂亮的路,L3_multi_pref,ok,walk,2539.2,2539.2,1.0,2.43,3.392,2.43,3.392,33.9,False,shortest_baseline,
L3_029,走着去，帮我规划一条老乡鸡(信息学部店)到桂园二食堂的路线，哪条路最短，挑景色漂亮的路,L3_multi_pref,ok,walk,1539.6,1539.6,1.0,2.218,3.159,2.218,3.159,20.5,False,shortest_baseline,
L3_030,走路，鱼你在一起(梅园店)出发去武汉大学风雨操场，走最近的路，挑景色漂亮的路,L3_multi_pref,ok,walk,741.8,741.8,1.0,2.796,3.516,2.796,3.516,9.9,False,shortest_baseline,
L3_031,步行从武汉大学梅园操场去麦当劳(梅园店)怎么走，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,ok,walk,345.6,345.6,1.0,2.389,3.359,2.389,3.359,4.6,False,shortest_baseline,
L3_032,金麦坊面包房(武大店)到武汉数学与智能研究院咋走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,ok,walk,1147.9,1147.9,1.0,2.662,3.758,2.662,3.758,15.3,False,shortest_baseline,
L3_033,武汉大学艺术学院出发去珞南门，时间宽裕，随便逛逛，走适合拍照的路线,L3_multi_pref,ok,walk,1363.6,1363.6,1.0,2.242,3.668,2.242,3.668,18.2,False,shortest_baseline,
L3_034,秀味馄饨(工学部店)出发去武汉大学图书馆工学分馆，不着急，慢慢走，想一路看风景,L3_multi_pref,ok,walk,485.7,485.7,1.0,2.601,3.0,2.601,3.0,6.5,False,shortest_baseline,
L3_035,从前沿交叉学科研究院去武汉大学人工智能学院怎么走，时间宽裕，随便逛逛，走风景好的路,L3_multi_pref,ok,walk,1728.0,1728.0,1.0,2.549,3.675,2.549,3.675,23.0,False,shortest_baseline,
L3_036,从工学部三食堂到宝岛小厨(工学部店)的步行路线，不着急，慢慢走，走适合拍照的路线,L3_multi_pref,ok,walk,1038.1,1038.1,1.0,2.365,3.0,2.365,3.0,13.8,False,shortest_baseline,
L3_037,麻烦问下扬波门去五洲餐厅(求是大道店)的路，哪条路最短，走平缓一点的路，想一路看风景,L3_multi_pref,ok,walk,2267.7,2267.7,1.0,2.541,3.47,2.541,3.47,30.2,False,shortest_baseline,
L3_038,麻烦问下匠心卤(枫园食堂店)去1973继光香香鸡(武大店)的路，越近越好，走平缓一点的路，走风景好的路,L3_multi_pref,ok,walk,95.0,95.0,1.0,3.0,3.0,3.0,3.0,1.3,False,shortest_baseline,
L3_039,步行从凌波门去武汉大学社会学院怎么走，越近越好，膝盖不好不想爬坡，挑景色漂亮的路,L3_multi_pref,ok,walk,532.4,532.4,1.0,2.082,4.417,2.082,4.417,7.1,False,shortest_baseline,
L3_040,从工学部三食堂到蔬三时轻食(武大校内店)的步行路线，越近越好，避开陡坡，想一路看风景,L3_multi_pref,ok,walk,1390.1,1390.1,1.0,2.55,3.207,2.55,3.207,18.5,False,shortest_baseline,
L4_001,骑车从武汉大学梅园操场到孃孃出川(枫园店),L4_mode,ok,bike,901.6,901.6,1.0,2.246,3.338,2.246,3.338,3.9,False,shortest_baseline,
L4_002,我想骑车从武汉大学科技门走到武汉大学物理学院报告厅,L4_mode,ok,bike,356.5,356.5,1.0,3.0,3.0,3.0,3.0,1.5,False,shortest_baseline,
L4_003,扫个共享单车从武汉大学留学生教育学院到中国龙狮运动学院的步行路线,L4_mode,ok,bike,3294.7,3294.7,1.0,2.726,3.023,2.726,3.023,14.1,False,shortest_baseline,
L4_004,骑车，凌波门游泳池出发去武汉大学化学实验教学中心,L4_mode,ok,bike,1823.4,1823.4,1.0,2.066,3.609,2.066,3.609,7.8,False,shortest_baseline,
